name,owner_login,owner_type,language,stargazers_count,forks_count,open_issues_count,size_kb,license_name,has_wiki,is_fork,archived,created_at
oh-my-posh,JanDeDobbeleer,User,Go,23434,2774,6,118326,MIT,False,False,False,2019-03-13T11:13:31Z
navidrome,navidrome,Organization,Go,23412,1689,276,72045,GPL-3.0,False,False,False,2016-02-24T23:25:12Z
slim,slimtoolkit,Organization,Go,23405,840,211,81965,Apache-2.0,True,False,False,2015-09-09T17:39:11Z
listmonk,knadh,User,Go,23327,2591,107,52267,AGPL-3.0,False,False,False,2019-06-26T05:08:39Z
jaeger,jaegertracing,Organization,Go,23197,3117,555,41945,Apache-2.0,False,False,False,2016-04-15T18:49:02Z
superfile,yorukot,User,Go,23136,845,264,92962,MIT,True,False,False,2024-03-19T15:49:52Z
sops,getsops,Organization,Go,23064,1077,445,146806,MPL-2.0,False,False,False,2015-08-13T22:11:00Z
go-micro,micro,Organization,Go,23059,2421,5,39981,Apache-2.0,False,False,False,2015-01-13T23:30:18Z
grpc-go,grpc,Organization,Go,23051,4762,137,46244,Apache-2.0,False,False,False,2014-12-08T18:59:34Z
hub,mislav,User,Go,22955,2221,295,7336,MIT,False,False,False,2009-12-05T22:15:25Z
temporal,temporalio,Organization,Go,22918,1887,937,161019,MIT,True,False,False,2019-10-16T22:15:35Z
chi,go-chi,Organization,Go,22796,1164,91,3961,MIT,True,False,False,2015-10-15T20:46:29Z
pentagi,vxcontrol,Organization,Go,22587,2983,55,57805,MIT,True,False,False,2025-01-06T22:22:48Z
SafeLine,chaitin,Organization,Go,22540,1528,68,79864,GPL-3.0,True,False,False,2023-04-12T11:30:14Z
hysteria,HyNetworks,Organization,Go,22457,2254,255,10556,MIT,False,False,False,2020-04-21T00:01:34Z
anubis,TecharoHQ,Organization,Go,22296,712,372,28062,MIT,True,False,False,2025-03-17T17:35:28Z
neko,m1k1o,User,Go,22269,1621,154,91813,Apache-2.0,False,False,False,2020-03-14T20:46:07Z
waveterm,wavetermdev,Organization,Go,22237,1118,570,58763,Apache-2.0,False,False,False,2022-06-08T00:26:00Z
go-redis,redis,Organization,Go,22228,2585,62,20784,BSD-2-Clause,False,False,False,2012-07-25T13:01:39Z
witr,pranshuparmar,User,Go,22135,772,16,7659,Apache-2.0,False,False,False,2025-12-20T17:26:59Z
open-code-review,alibaba,Organization,Go,22129,1649,165,51461,Apache-2.0,False,False,False,2026-05-18T02:16:36Z
WeKnora,Tencent,Organization,Go,21893,3162,690,161293,NOASSERTION,True,False,False,2025-07-22T08:01:23Z
lima,lima-vm,Organization,Go,21846,952,537,17983,Apache-2.0,False,False,False,2021-05-14T07:30:56Z
mux,gorilla,Organization,Go,21840,1893,40,543,BSD-3-Clause,False,False,False,2012-10-02T21:32:24Z
dgraph,dgraph-io,Organization,Go,21787,1605,100,663973,Apache-2.0,False,False,False,2015-08-25T07:15:56Z
chezmoi,twpayne,User,Go,21535,689,58,94329,MIT,False,False,False,2018-11-12T16:45:43Z
lo,samber,User,Go,21429,953,222,7414,MIT,False,False,False,2022-03-02T12:48:45Z
vitess,vitessio,Organization,Go,21303,2397,1104,525357,Apache-2.0,False,False,False,2013-06-27T21:20:28Z
containerd,containerd,Organization,Go,21269,4104,459,140561,Apache-2.0,False,False,False,2015-11-13T00:27:43Z
gofr,gofr-dev,Organization,Go,20941,1762,140,28713,Apache-2.0,False,False,False,2023-10-24T10:14:48Z
microservices-demo,GoogleCloudPlatform,Organization,Go,20912,10428,63,38169,Apache-2.0,True,False,False,2018-08-03T18:32:18Z
teleport,gravitational,Organization,Go,20896,2148,3322,1570614,AGPL-3.0,False,False,False,2015-03-02T19:36:00Z
excelize,qax-os,Organization,Go,20896,1945,136,7373,BSD-3-Clause,True,False,False,2016-08-29T12:32:12Z
vhs,charmbracelet,Organization,Go,20839,471,174,40413,MIT,True,False,False,2022-07-19T14:28:36Z
livekit,livekit,Organization,Go,20797,2317,194,16472,Apache-2.0,False,False,False,2020-09-30T06:49:46Z
nats-server,nats-io,Organization,Go,20686,1944,533,63706,Apache-2.0,False,False,False,2012-10-29T16:12:24Z
fx,antonmedv,User,Go,20621,488,29,7186,MIT,False,False,False,2018-01-25T17:29:43Z
casbin,apache,Organization,Go,20377,1758,47,6735,Apache-2.0,True,False,False,2017-04-08T07:51:23Z
hey,rakyll,User,Go,20256,1302,189,1086,Apache-2.0,True,False,False,2016-09-02T10:24:09Z
validator,go-playground,Organization,Go,20151,1453,329,2527,MIT,True,False,False,2015-02-12T16:32:22Z
learngo,inancgumus,User,Go,20131,2728,44,3295,NOASSERTION,False,False,False,2018-10-15T11:12:00Z
advanced-go-programming-book,chai2010,User,Go,20092,3204,61,20591,BSD-2-Clause,True,False,False,2017-12-31T10:59:21Z
mediamtx,bluenviron,Organization,Go,20072,2367,191,9980,MIT,False,False,False,2019-12-28T20:08:43Z
grpc-gateway,grpc-ecosystem,Organization,Go,19999,2408,149,15084,BSD-3-Clause,False,False,False,2015-04-03T07:25:13Z
kubectx,ahmetb,User,Go,19983,1382,42,1076,Apache-2.0,False,False,False,2017-03-30T18:06:53Z
bettercap,bettercap,Organization,Go,19948,1720,44,26620,NOASSERTION,False,False,False,2018-01-07T15:30:41Z
res-downloader,putyy,User,Go,19767,2442,44,27286,Apache-2.0,True,False,False,2023-09-01T08:03:47Z
GoBooks,dariubs,User,Go,19660,2252,0,11583,,True,False,False,2015-05-05T10:45:36Z
gotty,yudai,User,Go,19550,1406,158,6932,MIT,False,False,False,2015-08-16T09:48:33Z
ip2region,lionsoul2014,User,Go,19520,3047,3,350709,NOASSERTION,True,False,False,2015-11-02T00:43:13Z
ingress-nginx,kubernetes,Organization,Go,19469,8568,348,151328,Apache-2.0,False,False,True,2016-11-04T22:54:14Z
cadvisor,google,Organization,Go,19408,2493,64,53398,NOASSERTION,False,False,False,2014-06-09T16:36:33Z
golangci-lint,golangci,Organization,Go,19359,1621,128,50561,GPL-3.0,False,False,False,2018-05-04T13:41:15Z
goreplay,probelabs,Organization,Go,19319,98,341,18139,NOASSERTION,True,False,False,2013-05-30T09:29:07Z
gvisor,google,Organization,Go,19256,1969,874,878058,Apache-2.0,False,False,False,2018-04-26T21:28:49Z
migrate,golang-migrate,Organization,Go,18907,1609,487,2468,NOASSERTION,False,False,False,2018-01-19T09:30:58Z
keploy,keploy,Organization,Go,18448,2351,726,238120,Apache-2.0,True,False,False,2022-01-19T10:40:31Z
nebula,slackhq,Organization,Go,18319,1182,104,5325,MIT,True,False,False,2019-11-16T23:26:23Z
sqlc,sqlc-dev,Organization,Go,18266,1086,689,24478,MIT,False,False,False,2019-06-21T21:11:35Z
gost,ginuerzh,User,Go,18215,2636,291,21551,MIT,True,False,False,2015-03-20T09:45:08Z
claw-code,ultraworkers,Organization,Rust,195206,108630,42,25129,MIT,False,False,False,2026-03-31T08:58:08Z
cc-switch,farion1231,User,Rust,131841,9078,2639,74648,MIT,True,False,False,2025-08-04T14:16:16Z
rustdesk,rustdesk,User,Rust,122974,18913,144,78961,AGPL-3.0,True,False,False,2020-09-28T15:36:08Z
codex,openai,Organization,Rust,122649,18846,16126,612209,Apache-2.0,False,False,False,2025-04-13T05:37:54Z
rust,rust-lang,Organization,Rust,118020,15545,12597,993242,Apache-2.0,False,False,False,2010-06-16T20:39:03Z
tauri,tauri-apps,Organization,Rust,110926,3922,1463,109228,Apache-2.0,False,False,False,2019-07-13T09:09:37Z
deno,denoland,Organization,Rust,108406,6367,1550,250324,MIT,True,False,False,2018-05-15T01:34:26Z
bun,oven-sh,Organization,Rust,95920,5039,9176,1003765,NOASSERTION,False,False,False,2021-04-14T00:48:17Z
RuView,ruvnet,User,Rust,92852,12321,681,415322,MIT,True,False,False,2025-06-07T04:32:30Z
zed,zed-industries,Organization,Rust,89985,10506,3206,513667,NOASSERTION,False,False,False,2021-02-20T03:01:06Z
uv,astral-sh,Organization,Rust,89639,3556,2877,203042,Apache-2.0,False,False,False,2023-10-02T20:24:11Z
rtk,rtk-ai,Organization,Rust,79573,5034,1856,7883,Apache-2.0,True,False,False,2026-01-22T16:54:16Z
union,unionlabs,Organization,Rust,73806,3882,193,485234,Apache-2.0,True,False,False,2023-05-16T22:33:39Z
openinterpreter,openinterpreter,Organization,Rust,68273,5883,0,273238,Apache-2.0,False,False,False,2023-07-14T07:10:44Z
ripgrep,BurntSushi,User,Rust,68113,2751,191,5700,Unlicense,False,False,False,2016-03-11T02:02:33Z
vaultwarden,dani-garcia,User,Rust,67044,3191,83,12409,AGPL-3.0,True,False,False,2018-02-17T22:40:20Z
alacritty,alacritty,Organization,Rust,65662,3600,339,14582,Apache-2.0,True,False,False,2016-02-18T05:02:30Z
warp,warpdotdev,Organization,Rust,64893,5516,5211,362627,AGPL-3.0,False,False,False,2021-07-08T18:48:08Z
rustlings,rust-lang,Organization,Rust,64110,11258,34,4438,MIT,False,False,False,2015-09-15T02:25:18Z
sway,FuelLabs,Organization,Rust,61453,5412,937,126365,Apache-2.0,False,False,False,2021-01-19T20:54:33Z
Pake,tw93,User,Rust,61353,12633,3,68151,GPL-3.0,False,False,False,2022-10-14T09:32:57Z
bat,sharkdp,User,Rust,60392,1642,514,35259,Apache-2.0,False,False,False,2018-04-21T10:52:23Z
starship,starship,Organization,Rust,59827,2653,1050,47297,ISC,False,False,False,2019-04-02T03:23:12Z
awesome-rust,rust-unofficial,Organization,Rust,59254,3599,10,8640,CC0-1.0,False,False,False,2014-07-17T10:45:10Z
meilisearch,meilisearch,Organization,Rust,59226,2705,319,91806,NOASSERTION,False,False,False,2018-04-23T11:45:28Z
fuel-core,FuelLabs,Organization,Rust,56862,2859,201,911374,NOASSERTION,True,False,False,2020-08-27T21:12:14Z
typst,typst,Organization,Rust,55920,1708,1292,142466,Apache-2.0,False,False,False,2019-09-24T21:41:56Z
ChatGPT,lencx,User,Rust,54497,6141,944,32499,,False,False,False,2022-12-07T09:43:02Z
goose,aaif-goose,Organization,Rust,54044,6206,324,971040,Apache-2.0,True,False,False,2024-08-23T19:03:36Z
ruff,astral-sh,Organization,Rust,49555,2398,2180,200503,MIT,False,False,False,2022-08-09T17:17:44Z
bevy,bevyengine,Organization,Rust,48107,4817,3420,176157,Apache-2.0,False,False,False,2020-01-18T21:13:55Z
helix,helix-editor,Organization,Rust,46145,3733,1647,90145,MPL-2.0,True,False,False,2020-06-01T04:26:56Z
fd,sharkdp,User,Rust,44345,1129,202,2461,Apache-2.0,False,False,False,2017-05-09T21:27:10Z
ccxt,ccxt,Organization,Rust,43928,8831,846,8240108,MIT,True,False,False,2017-05-14T15:41:56Z
hyperswitch,juspay,Organization,Rust,43594,5129,2167,442780,Apache-2.0,True,False,False,2022-10-17T11:18:28Z
fuels-rs,FuelLabs,Organization,Rust,43034,1357,73,20144,Apache-2.0,False,False,False,2021-10-31T22:33:54Z
agent-browser,vercel-labs,Organization,Rust,42268,2819,702,21489,Apache-2.0,True,False,False,2026-01-11T05:38:15Z
yazi,sxyazi,User,Rust,42067,1010,71,9691,MIT,False,False,False,2023-07-08T11:45:55Z
sniffnet,GyulyVGC,User,Rust,41063,1967,63,355425,Apache-2.0,True,False,False,2022-07-31T21:55:56Z
Codewhale,Hmbown,User,Rust,40936,3554,113,178580,MIT,True,False,False,2026-01-19T18:21:01Z
nushell,nushell,Organization,Rust,40454,2243,1444,69515,MIT,False,False,False,2019-05-10T16:59:42Z
polars,pola-rs,Organization,Rust,39691,3087,2872,220348,MIT,False,False,False,2020-05-13T19:45:33Z
openhuman,tinyhumansai,Organization,Rust,39541,3898,323,191380,GPL-3.0,False,False,False,2026-02-18T20:01:27Z
zoxide,ajeetdsouza,User,Rust,39292,894,144,5018,MIT,True,False,False,2020-03-05T13:11:40Z
dioxus,DioxusLabs,Organization,Rust,38998,1876,771,55605,Apache-2.0,False,False,False,2021-01-15T01:57:26Z
spacedrive,spacedriveapp,Organization,Rust,38929,1343,57,270410,NOASSERTION,False,False,False,2021-09-27T05:09:04Z
lapce,lapce,Organization,Rust,38836,1327,898,28685,Apache-2.0,False,False,False,2018-02-06T08:41:06Z
servo,servo,Organization,Rust,37945,3791,3198,1990136,MPL-2.0,True,False,False,2012-02-08T19:07:25Z
herdr,herdrdev,Organization,Rust,36859,2698,319,40183,Apache-2.0,False,False,False,2026-03-27T17:54:33Z
firecracker,firecracker-microvm,Organization,Rust,36634,2609,103,42193,Apache-2.0,False,False,False,2017-10-19T06:18:47Z
pnpm,pnpm,Organization,Rust,36466,1704,2549,251249,MIT,False,False,False,2016-01-28T07:40:43Z
just,casey,User,Rust,35697,839,171,18098,CC0-1.0,False,False,False,2016-06-17T06:08:08Z
zellij,zellij-org,Organization,Rust,35333,1434,1907,201502,MIT,True,False,False,2020-09-01T14:04:28Z
llmfit,AlexsJones,User,Rust,35172,2214,66,27892,MIT,True,False,False,2026-02-15T16:11:31Z
qdrant,qdrant,Organization,Rust,34451,2652,701,63286,Apache-2.0,False,False,False,2020-05-30T21:37:01Z
swc,swc-project,Organization,Rust,34192,1549,454,468192,Apache-2.0,False,False,False,2017-12-22T11:40:14Z
fish-shell,fish-shell,Organization,Rust,34157,2366,569,185104,NOASSERTION,True,False,False,2012-05-10T03:00:55Z
tabby,TabbyML,Organization,Rust,33874,1786,335,109305,NOASSERTION,False,False,False,2023-03-16T09:18:01Z
mise,jdx,User,Rust,33683,1424,60,178846,MIT,False,False,False,2023-01-09T14:44:21Z
comprehensive-rust,google,Organization,Rust,33351,2072,172,28864,Apache-2.0,False,False,False,2022-12-21T15:17:24Z
tokio,tokio-rs,Organization,Rust,33098,3239,437,17369,MIT,False,False,False,2016-09-09T22:31:36Z
surrealdb,surrealdb,Organization,Rust,32997,1355,753,66780,NOASSERTION,False,False,False,2021-12-09T15:03:29Z
x-algorithm,xai-org,Organization,Rust,32952,5376,98,3779,Apache-2.0,False,False,False,2026-01-19T23:12:35Z
yew,yewstack,Organization,Rust,32799,1453,117,22159,Apache-2.0,False,False,False,2017-12-16T14:19:02Z
zeroclaw,zeroclaw-labs,Organization,Rust,32750,4936,816,186201,Apache-2.0,True,False,False,2026-02-13T08:56:04Z
buzz,block,Organization,Rust,32426,4239,3514,566630,Apache-2.0,False,False,False,2026-03-06T21:00:56Z
linera-protocol,linera-io,Organization,Rust,32147,2413,592,244194,Apache-2.0,False,False,False,2021-12-19T04:09:21Z
delta,dandavison,User,Rust,32119,570,436,11374,MIT,True,False,False,2019-06-24T15:00:13Z
rustfs,rustfs,Organization,Rust,31879,1428,24,86480,Apache-2.0,True,False,False,2023-11-23T13:45:10Z
influxdb,influxdata,Organization,Rust,31728,3716,2165,212414,Apache-2.0,False,False,False,2013-09-26T14:31:10Z
atuin,atuinsh,Organization,Rust,31568,959,423,70283,MIT,False,False,False,2020-10-04T23:01:58Z
jj,jj-vcs,Organization,Rust,31472,1205,1225,181668,Apache-2.0,True,False,False,2020-12-18T04:05:27Z
iced,iced-rs,Organization,Rust,31462,1659,493,22133,MIT,False,False,False,2019-07-15T22:34:46Z
Handy,cjpais,User,Rust,31243,2823,170,14323,MIT,True,False,False,2025-02-13T02:42:29Z
Antigravity-Manager,lbjlaq,User,Rust,31162,3349,1821,83705,NOASSERTION,False,False,False,2025-11-26T10:47:13Z
turborepo,vercel,Organization,Rust,31070,2438,15,832957,MIT,False,False,False,2021-10-05T17:37:11Z
rust-course,sunface,User,Rust,30896,2592,19,45766,,True,False,False,2018-08-07T05:01:21Z
cli,googleworkspace,Organization,Rust,30798,1806,132,10779,Apache-2.0,False,False,False,2026-03-02T19:46:06Z
CodexPlusPlus,BigPizzaV3,User,Rust,30532,1952,1025,39783,AGPL-3.0,True,False,False,2026-05-06T09:32:49Z
meetily,Zackriya-Solutions,Organization,Rust,30528,3291,377,46561,MIT,True,False,False,2024-12-26T12:52:14Z
egui,emilk,User,Rust,30479,2129,1147,95036,Apache-2.0,True,False,False,2019-01-13T15:39:15Z
anki,ankitects,Organization,Rust,30433,3188,491,53891,NOASSERTION,False,False,False,2012-12-21T08:03:31Z
chroma,chroma-core,Organization,Rust,29256,2492,840,874153,Apache-2.0,True,False,False,2022-10-05T17:58:44Z
hyperfine,sharkdp,User,Rust,28824,508,97,1997,Apache-2.0,False,False,False,2018-01-13T15:49:54Z
wezterm,wezterm,Organization,Rust,28824,1719,1844,317003,NOASSERTION,False,False,False,2018-02-07T05:35:46Z
nautilus_trader,nautechsystems,Organization,Rust,28681,3745,125,267720,LGPL-3.0,True,False,False,2018-06-25T06:26:16Z
vibe-kanban,BloopAI,Organization,Rust,28041,3006,539,103762,Apache-2.0,False,False,False,2025-06-14T19:10:21Z
niri,niri-wm,Organization,Rust,27567,1121,490,12262,GPL-3.0,True,False,False,2023-08-10T10:53:14Z
pingora,cloudflare,Organization,Rust,27342,1739,299,5624,Apache-2.0,True,False,False,2023-05-05T20:03:08Z
Graphite,GraphiteEditor,Organization,Rust,27180,1251,559,62752,Apache-2.0,False,False,False,2020-04-26T07:29:29Z
SwitchHosts,oldj,User,Rust,27166,2677,424,36982,Apache-2.0,True,False,False,2011-09-02T09:38:09Z
axum,tokio-rs,Organization,Rust,27059,1477,75,6037,MIT,False,False,False,2021-05-30T09:22:25Z
tree-sitter,tree-sitter,Organization,Rust,26892,2880,101,23543,MIT,True,False,False,2013-11-06T06:16:00Z
fnm,Schniz,User,Rust,26812,641,243,4422,GPL-3.0,True,False,False,2019-01-16T13:32:14Z
grok-build,xai-org,Organization,Rust,26597,5004,0,46462,Apache-2.0,False,False,False,2026-07-14T20:04:23Z
obscura,h4ckf0r0day,User,Rust,26564,1938,137,20464,Apache-2.0,True,False,False,2026-04-13T10:31:41Z
Rust,TheAlgorithms,Organization,Rust,26043,2593,14,1651,MIT,False,False,False,2018-09-13T13:29:27Z
difftastic,Wilfred,User,Rust,25868,515,291,1705815,MIT,True,False,False,2018-12-18T11:19:45Z
Rocket,rwf2,Organization,Rust,25779,1637,90,8454,NOASSERTION,False,False,False,2016-03-18T02:50:18Z
biome,biomejs,Organization,Rust,25745,1224,456,276791,Apache-2.0,False,False,False,2023-07-27T20:30:22Z
SpacetimeDB,clockworklabs,Organization,Rust,25111,1061,868,104142,NOASSERTION,False,False,False,2023-06-17T07:28:29Z
fhevm,zama-ai,Organization,Rust,24829,1773,114,169752,NOASSERTION,True,False,False,2025-05-02T10:48:20Z
actix-web,actix,Organization,Rust,24823,1882,197,18375,Apache-2.0,True,False,False,2017-09-30T15:30:02Z
exa,ogham,User,Rust,24441,652,213,3747,MIT,False,False,False,2014-05-22T12:45:16Z
turso,tursodatabase,Organization,Rust,24212,1327,1008,117564,MIT,True,False,False,2023-08-26T09:21:36Z
coreutils,uutils,Organization,Rust,24054,2023,1164,45281,MIT,True,False,False,2013-08-02T16:22:56Z
slint,slint-ui,Organization,Rust,23762,991,853,89052,NOASSERTION,False,False,False,2020-05-04T08:53:03Z
tools,rome,Organization,Rust,23384,641,93,144961,MIT,False,False,True,2020-02-20T05:57:33Z
eza,eza-community,Organization,Rust,23194,518,445,8369,EUPL-1.2,False,False,False,2023-07-28T08:35:55Z
neon,neondatabase,Organization,Rust,23057,1088,558,83625,Apache-2.0,False,False,False,2021-03-26T14:20:47Z
oxc,oxc-project,Organization,Rust,22685,1280,850,196982,MIT,False,False,False,2023-02-09T05:46:51Z
ratatui,ratatui,Organization,Rust,22531,771,219,140707,MIT,True,False,False,2023-02-12T21:56:20Z
vector,vectordotdev,Organization,Rust,22526,2275,2511,144071,MPL-2.0,True,False,False,2018-08-27T16:57:34Z
gitui,gitui-org,Organization,Rust,22471,770,344,65833,MIT,False,False,False,2020-03-16T14:38:01Z
RustPython,RustPython,Organization,Rust,22342,1485,396,107103,MIT,True,False,False,2018-05-28T19:27:01Z
flow,facebook,Organization,Rust,22285,1890,524,178490,MIT,True,False,False,2014-10-28T17:17:45Z
mdBook,rust-lang,Organization,Rust,22126,1900,659,7789,MPL-2.0,True,False,False,2015-07-07T00:57:25Z
Cap,CapSoftware,Organization,Rust,21989,1889,339,383141,NOASSERTION,True,False,False,2023-11-17T20:31:46Z
gleam,gleam-lang,Organization,Rust,21893,1015,230,30143,Apache-2.0,False,False,False,2016-06-30T20:52:30Z
gitbutler,gitbutlerapp,Organization,Rust,21636,1012,432,307099,NOASSERTION,False,False,False,2023-01-31T14:56:22Z
Ciphey,bee-san,User,Rust,21596,1438,5,24646,MIT,True,False,False,2019-07-16T20:20:39Z
screenpipe,screenpipe,Organization,Rust,21492,2186,38,592473,NOASSERTION,True,False,False,2024-06-19T13:23:56Z
sonic,valeriansaliou,User,Rust,21337,616,64,3208,MPL-2.0,False,False,False,2019-02-26T13:16:58Z
leptos,leptos-rs,Organization,Rust,21272,894,130,18361,MIT,True,False,False,2022-07-31T20:40:30Z
code,nikivdev,User,Rust,21113,829,1,5660,MIT,True,False,False,2016-03-04T12:26:34Z
wasmer,wasmerio,Organization,Rust,21024,1004,264,3347767,MIT,True,False,False,2018-10-11T10:15:53Z
candle,huggingface,Organization,Rust,21014,1750,895,19595,Apache-2.0,True,False,False,2023-06-19T16:06:31Z
anydoc,firecrawl,Organization,Rust,20828,1278,90,864,MIT,True,False,False,2026-08-03T16:36:14Z
cube,cube-js,Organization,Rust,20792,2135,1170,492668,NOASSERTION,False,False,False,2018-09-16T18:58:46Z
RustScan,bee-san,User,Rust,20385,1380,61,14737,GPL-3.0,True,False,False,2020-07-11T20:00:41Z
OpenLogi,AprilNEA,User,Rust,20226,625,502,14104,Apache-2.0,False,False,False,2026-05-24T10:10:36Z
universal-android-debloater,0x192,User,Rust,19898,1056,613,9300,GPL-3.0,True,False,False,2021-10-07T12:08:51Z
Bend,HigherOrderCO,Organization,Rust,19822,493,109,74572,Apache-2.0,False,False,False,2023-08-29T20:44:32Z
xi-editor,xi-editor,Organization,Rust,19818,706,154,9704,Apache-2.0,False,False,False,2016-04-26T23:03:23Z
carbonyl,fathyb,User,Rust,19492,580,90,283,BSD-3-Clause,True,False,False,2023-01-20T10:58:22Z
jcode,1jehuang,User,Rust,19367,2225,411,450863,MIT,True,False,False,2026-01-05T09:43:36Z
spotify-tui,Rigellute,User,Rust,19346,581,306,2403,MIT,True,False,False,2019-08-16T19:31:53Z
hurl,Orange-OpenSource,Organization,Rust,19190,743,205,699676,Apache-2.0,False,False,False,2020-08-25T14:50:56Z
relay,facebook,Organization,Rust,18962,1896,860,7309789,MIT,True,False,False,2015-08-10T22:09:16Z
pdf-inspector,firecrawl,Organization,Rust,18960,1268,208,13548,MIT,False,False,False,2026-02-06T19:44:47Z
iii,iii-hq,Organization,Rust,18693,1256,77,599560,,True,False,False,2025-01-02T17:45:02Z
wasmtime,bytecodealliance,Organization,Rust,18613,1818,849,161773,Apache-2.0,False,False,False,2017-08-29T14:01:55Z
dbx,t8y2,User,Rust,18556,1802,1287,105512,Apache-2.0,True,False,False,2026-04-29T03:00:36Z
ruffle,ruffle-rs,Organization,Rust,18508,1089,5621,180913,NOASSERTION,True,False,False,2019-04-25T17:53:32Z
magika,google,Organization,Rust,18490,1157,163,222398,Apache-2.0,False,False,False,2023-08-22T09:36:55Z
ccusage,ccusage,Organization,Rust,18438,821,24,16906,NOASSERTION,False,False,False,2025-05-29T16:56:50Z
book,rust-lang,Organization,Rust,18280,4126,427,72147,NOASSERTION,False,False,False,2015-12-11T22:49:49Z
openfang,RightNow-AI,Organization,Rust,18170,2293,119,9982,Apache-2.0,True,False,False,2026-02-24T23:12:38Z
wgpu,gfx-rs,Organization,Rust,17962,1438,1262,86616,Apache-2.0,True,False,False,2018-09-13T19:18:50Z
pyxel,kitao,User,Rust,17834,932,9,542426,NOASSERTION,True,False,False,2018-06-10T04:58:54Z
windmill,windmill-labs,Organization,Rust,17822,1092,852,517112,NOASSERTION,False,False,False,2022-05-05T02:21:17Z
arnis,louis-e,User,Rust,17786,1492,124,110485,Apache-2.0,True,False,False,2022-09-10T13:42:29Z
asciinema,asciinema,Organization,Rust,17783,1038,10,5034,GPL-3.0,True,False,False,2011-11-21T21:45:44Z
Seelen-UI,eythaann,User,Rust,17756,590,72,90367,AGPL-3.0,False,False,False,2024-02-16T18:03:35Z
navi,denisidoro,User,Rust,17527,562,112,1610,Apache-2.0,True,False,False,2019-09-20T13:38:20Z
sqlx,transact-rs,Organization,Rust,17456,1686,769,9870,Apache-2.0,True,False,False,2019-12-28T10:40:57Z
zola,getzola,Organization,Rust,17409,1181,196,123034,EUPL-1.2,False,False,False,2016-12-06T02:57:25Z
cockpit-tools,jlcodes99,User,Rust,17359,1532,648,395040,,True,False,False,2026-01-16T07:09:32Z
tikv,tikv,Organization,Rust,16836,2337,1808,139114,Apache-2.0,True,False,False,2015-12-31T04:51:32Z
rust-analyzer,rust-lang,Organization,Rust,16827,2215,1815,125126,Apache-2.0,False,False,False,2017-12-21T19:24:42Z
clap,clap-rs,Organization,Rust,16696,1249,450,20972,Apache-2.0,False,False,False,2015-02-25T13:36:33Z
turbovec,RyanCodrai,User,Rust,16696,1440,16,7752,MIT,True,False,False,2026-03-26T10:32:44Z
diem,diem,Organization,Rust,16666,2538,368,123510,Apache-2.0,True,False,False,2019-04-02T21:51:45Z
redox,redox-os,Organization,Rust,16560,1023,183,27788,MIT,False,False,False,2015-04-20T17:35:19Z
memvid,memvid,Organization,Rust,16528,1420,34,30510,Apache-2.0,True,False,False,2025-05-27T16:01:08Z
hyper,hyperium,Organization,Rust,16312,1798,242,20401,MIT,False,False,False,2014-08-30T21:14:33Z
lsd,lsd-rs,Organization,Rust,16216,509,207,1699,Apache-2.0,False,False,False,2018-11-24T11:04:12Z
pyo3,PyO3,Organization,Rust,16117,1016,395,60404,Apache-2.0,False,False,False,2017-05-13T05:22:06Z
tantivy,quickwit-oss,Organization,Rust,16055,985,448,66513,MIT,True,False,False,2016-01-11T08:32:16Z
burn,tracel-ai,Organization,Rust,15887,1040,322,80818,Apache-2.0,True,False,False,2022-07-18T23:11:45Z
ast-grep,ast-grep,Organization,Rust,15808,441,51,10340,MIT,True,False,False,2022-07-01T19:21:00Z
py-spy,benfred,User,Rust,15487,543,240,3228,MIT,False,False,False,2018-08-01T02:22:15Z
monolith,Y2Z,Organization,Rust,15468,473,73,4347,CC0-1.0,False,False,False,2017-02-20T07:47:35Z
cargo,rust-lang,Organization,Rust,15459,3037,1665,74298,Apache-2.0,True,False,False,2014-03-04T23:20:42Z
neovide,neovide,Organization,Rust,15209,633,292,88219,MIT,False,False,False,2019-12-06T20:51:39Z
harper,Automattic,Organization,Rust,15156,611,891,43986,Apache-2.0,True,False,False,2023-10-22T02:58:35Z
komorebi,LGUG2Z,User,Rust,15151,352,98,15592,NOASSERTION,True,False,False,2021-07-29T23:20:15Z
solana,solana-labs,Organization,Rust,14941,5845,265,448781,Apache-2.0,True,False,True,2018-02-14T04:26:27Z
tokei,XAMPPRocky,User,Rust,14893,701,241,2906,NOASSERTION,False,False,False,2015-05-26T20:55:45Z
RustTraining,microsoft,Organization,Rust,14859,1169,3,1556,MIT,True,False,False,2026-03-13T04:25:17Z
ZLUDA,vosen,User,Rust,14816,936,163,13666,Apache-2.0,False,False,False,2020-01-05T18:26:03Z
static-analysis,analysis-tools-dev,Organization,Rust,14769,1509,12,42071,MIT,False,False,False,2015-12-18T16:58:30Z
rust-by-practice,origin-brain,Organization,Rust,14760,1195,67,2883,CC-BY-4.0,True,False,False,2018-04-18T02:13:19Z
rust-raspberrypi-OS-tutorials,rust-embedded,Organization,Rust,14730,873,24,21234,Apache-2.0,False,False,False,2018-03-31T17:08:56Z
stalwart,stalwartlabs,Organization,Rust,14596,932,69,45511,,False,False,False,2023-03-06T13:37:23Z
lemmy,LemmyNet,Organization,Rust,14588,964,135,39791,AGPL-3.0,False,False,False,2019-02-14T17:17:17Z
