name,owner_login,owner_type,language,stargazers_count,forks_count,open_issues_count,size_kb,license_name,has_wiki,is_fork,archived,created_at
appwrite,appwrite,Organization,TypeScript,57325,5698,990,451922,BSD-3-Clause,False,False,False,2019-04-08T16:36:25Z
react-router,remix-run,Organization,TypeScript,56579,10915,178,51770,MIT,False,False,False,2014-05-16T22:22:51Z
twenty,twentyhq,Organization,TypeScript,56467,9004,206,1854446,NOASSERTION,False,False,False,2022-12-01T13:04:40Z
joplin,laurent22,User,TypeScript,56288,6273,647,661416,NOASSERTION,False,False,False,2017-01-16T21:49:41Z
Flowise,FlowiseAI,Organization,TypeScript,55446,24987,1040,82933,NOASSERTION,False,False,True,2023-03-31T12:23:09Z
Motrix,agalwood,User,TypeScript,55366,5030,138,84504,NOASSERTION,True,False,False,2018-12-18T11:45:05Z
Ghost,TryGhost,Organization,TypeScript,55230,11947,167,590748,MIT,False,False,False,2013-05-04T11:09:13Z
core,vuejs,Organization,TypeScript,54350,9198,906,45015,MIT,False,False,False,2018-06-12T13:49:36Z
lx-music-desktop,lyswhut,User,TypeScript,53423,6987,1259,90544,Apache-2.0,False,False,False,2019-08-14T14:31:08Z
voicebox,jamiepine,User,TypeScript,52729,6584,680,96883,MIT,True,False,False,2026-01-25T12:27:03Z
ionic-framework,ionic-team,Organization,TypeScript,52650,13308,596,1751705,MIT,True,False,False,2013-08-20T23:06:02Z
expo,expo,Organization,TypeScript,52106,13862,810,3767115,MIT,True,False,False,2016-08-15T17:14:25Z
cherry-studio,CherryHQ,Organization,TypeScript,51588,4942,1475,439367,AGPL-3.0,False,False,False,2024-05-24T01:56:26Z
DefinitelyTyped,DefinitelyTyped,Organization,TypeScript,51432,30392,697,823827,NOASSERTION,False,False,False,2012-10-05T16:39:45Z
chrome-devtools-mcp,ChromeDevTools,Organization,TypeScript,51404,3609,105,10862,Apache-2.0,False,False,False,2025-09-11T10:39:55Z
wechat-miniapp-radar,justjavac,User,TypeScript,51185,8992,3,1429,GPL-3.0,False,False,False,2016-09-22T20:04:48Z
cypress,cypress-io,Organization,TypeScript,51015,3645,1087,573117,MIT,False,False,False,2015-03-04T00:46:28Z
query,TanStack,Organization,TypeScript,50273,4230,169,118291,MIT,False,False,False,2019-09-10T19:23:58Z
pretext,chenglou,User,TypeScript,50259,2732,84,3116,MIT,True,False,False,2026-03-07T21:06:28Z
tldraw,tldraw,Organization,TypeScript,50213,3498,682,1539352,NOASSERTION,False,False,False,2021-05-09T11:48:37Z
upscayl,upscayl,Organization,TypeScript,49088,2461,50,568400,AGPL-3.0,True,False,False,2022-07-30T17:19:20Z
airi,moeru-ai,Organization,TypeScript,48951,4843,214,538569,MIT,False,False,False,2024-12-01T16:33:36Z
slidev,slidevjs,Organization,TypeScript,48524,2179,231,81691,MIT,False,False,False,2021-04-24T01:25:23Z
type-challenges,type-challenges,Organization,TypeScript,48492,5269,33273,3344,MIT,False,False,False,2020-07-23T14:33:11Z
cal.diy,calcom,Organization,TypeScript,48309,15064,1435,1156798,MIT,False,False,False,2021-03-22T13:47:42Z
pixijs,pixijs,Organization,TypeScript,48139,5066,343,137303,MIT,True,False,False,2013-01-21T22:40:50Z
hyperframes,heygen-com,Organization,TypeScript,48035,4409,95,414229,Apache-2.0,True,False,False,2026-03-10T01:51:06Z
shannon,KeygraphHQ,Organization,TypeScript,47874,5488,15,92682,AGPL-3.0,True,False,False,2025-09-27T01:51:47Z
orm,prisma,Organization,TypeScript,47607,2532,2609,258572,Apache-2.0,False,False,False,2019-06-20T13:33:47Z
quill,slab,Organization,TypeScript,47329,3667,659,18429,BSD-3-Clause,False,False,False,2012-07-30T23:23:18Z
GitNexus,abhigyanpatwari,User,TypeScript,47161,5155,340,72621,NOASSERTION,True,False,False,2025-08-02T23:20:31Z
react,typescript-cheatsheets,Organization,TypeScript,47102,4273,0,3105,MIT,False,False,False,2018-06-02T04:08:16Z
siyuan,siyuan-note,Organization,TypeScript,46238,2988,23,751292,AGPL-3.0,False,False,False,2020-08-30T09:21:35Z
Rocket.Chat,RocketChat,Organization,TypeScript,46096,13856,4032,2119237,NOASSERTION,True,False,False,2015-05-19T07:36:09Z
RSSHub,DIYgod,User,TypeScript,46076,10194,349,1184411,AGPL-3.0,True,False,False,2018-04-02T14:43:21Z
jest,jestjs,Organization,TypeScript,45469,6728,195,323043,MIT,True,False,False,2013-12-10T00:18:04Z
full-stack-fastapi-template,fastapi,Organization,TypeScript,45466,9046,11,7041,MIT,False,False,False,2019-02-23T15:08:34Z
react-hook-form,react-hook-form,Organization,TypeScript,44851,2468,8,32277,MIT,False,False,False,2019-03-05T23:47:10Z
hyper,vercel,Organization,TypeScript,44728,3580,1046,23469,MIT,False,False,False,2016-07-01T06:01:21Z
payload,payloadcms,Organization,TypeScript,44635,4141,1123,215237,MIT,False,False,False,2021-01-05T18:49:45Z
jan,janhq,Organization,TypeScript,44383,3012,520,1562320,NOASSERTION,True,False,False,2023-08-17T02:17:10Z
jsoncrack.com,AykutSarac,User,TypeScript,44380,3559,44,41969,Apache-2.0,False,False,False,2022-01-30T15:25:18Z
react-use,streamich,User,TypeScript,44008,3264,663,84830,Unlicense,True,False,False,2018-10-27T10:16:05Z
babel,babel,Organization,TypeScript,43993,5993,781,146438,MIT,False,False,False,2014-09-28T13:38:23Z
zod,colinhacks,User,TypeScript,43913,2179,54,27022,MIT,True,False,False,2020-03-07T20:59:08Z
lossless-cut,mifi,User,TypeScript,43582,2157,298,30466,GPL-2.0,True,False,False,2016-10-30T10:49:56Z
puter,HeyPuter,Organization,TypeScript,43444,4047,26,53616,AGPL-3.0,False,False,False,2024-03-03T01:44:32Z
fuels-ts,FuelLabs,Organization,TypeScript,42994,1362,80,115558,Apache-2.0,False,False,False,2021-09-03T18:11:03Z
LibreChat,danny-avila,User,TypeScript,42946,8903,710,242622,MIT,True,False,False,2023-02-12T01:06:52Z
reactive-resume,amruthpillai,User,TypeScript,42358,4696,53,268265,MIT,False,False,False,2020-03-25T14:08:22Z
swiper,nolimits4web,User,TypeScript,41902,9604,242,84637,MIT,False,False,False,2012-03-14T19:11:45Z
hexo,hexojs,Organization,TypeScript,41763,39,75,7302,MIT,True,False,False,2012-09-23T15:17:08Z
chatbox,chatboxai,Organization,TypeScript,41697,4241,1277,56710,GPL-3.0,False,False,False,2023-03-06T12:22:15Z
styled-components,styled-components,Organization,TypeScript,41109,2678,27,40909,MIT,False,False,False,2016-08-16T06:41:32Z
vuetify,vuetifyjs,Organization,TypeScript,41039,7123,393,99767,NOASSERTION,False,False,False,2016-09-12T00:39:35Z
appsmith,appsmithorg,Organization,TypeScript,40841,4758,4471,808894,Apache-2.0,True,False,False,2020-06-30T04:07:36Z
chakra-ui,chakra-ui,Organization,TypeScript,40637,3642,17,297119,MIT,False,False,False,2019-08-17T14:27:54Z
trpc,trpc,Organization,TypeScript,40588,1662,278,69039,MIT,False,False,False,2020-07-18T01:17:11Z
outline,outline,Organization,TypeScript,40500,3545,73,328189,NOASSERTION,False,False,False,2016-05-22T21:31:47Z
insomnia,Kong,Organization,TypeScript,40001,2364,874,162916,Apache-2.0,True,False,False,2016-04-23T03:54:26Z
novu,novuhq,Organization,TypeScript,39950,4482,119,495212,NOASSERTION,False,False,False,2021-08-26T15:22:44Z
openscreen,siddharthvaddem,User,TypeScript,39908,3080,49,170173,MIT,True,False,True,2025-10-10T05:36:55Z
ink,vadimdemedes,User,TypeScript,39836,1048,30,2188,MIT,False,False,False,2017-06-12T06:12:28Z
oh-my-claudecode,Yeachan-Heo,User,TypeScript,39063,3497,9,91519,MIT,True,False,False,2026-01-09T03:36:29Z
mattermost,mattermost,Organization,TypeScript,39022,8975,995,1282264,NOASSERTION,False,False,False,2015-06-15T06:50:02Z
Folo,RSSNext,Organization,TypeScript,38923,2124,395,75661,AGPL-3.0,True,False,False,2024-04-08T03:23:35Z
UI-TARS-desktop,bytedance,Organization,TypeScript,38904,3934,433,192886,Apache-2.0,False,False,False,2025-01-19T09:04:43Z
ant-design-pro,ant-design,Organization,TypeScript,38753,8244,48,43029,MIT,True,False,False,2017-08-25T10:40:44Z
umami,umami-software,Organization,TypeScript,38687,7989,127,31422,MIT,True,False,False,2020-07-17T07:59:00Z
portainer,portainer,Organization,TypeScript,38471,2896,748,91716,Zlib,False,False,False,2016-05-19T20:15:28Z
open-notebook,lfnovo,User,TypeScript,38454,4447,117,13561,MIT,True,False,False,2024-10-21T17:58:46Z
tiptap,ueberdosis,Organization,TypeScript,38318,3114,842,87908,MIT,False,False,False,2018-08-20T19:58:58Z
xyflow,xyflow,Organization,TypeScript,38310,2527,135,46351,MIT,False,False,False,2019-07-15T14:47:30Z
directus,directus,Organization,TypeScript,37820,4931,407,452045,NOASSERTION,False,False,False,2012-12-12T01:35:36Z
Trilium,TriliumNext,Organization,TypeScript,37771,2535,683,661115,AGPL-3.0,True,False,False,2017-05-23T00:30:20Z
taro,NervJS,Organization,TypeScript,37664,4871,1602,1595945,NOASSERTION,True,False,False,2018-04-08T09:32:26Z
everyone-can-use-english,ZuodaoTech,Organization,TypeScript,37415,5159,125,277724,GPL-3.0,True,False,False,2019-03-15T16:33:53Z
CopilotKit,CopilotKit,Organization,TypeScript,37262,4608,287,843152,MIT,True,False,False,2023-06-19T04:08:31Z
dokploy,Dokploy,Organization,TypeScript,37177,2961,679,33948,NOASSERTION,True,False,False,2024-04-19T07:49:30Z
claude-code-router,musistudio,User,TypeScript,37142,3128,1132,49902,MIT,True,False,False,2025-02-25T02:17:18Z
playwright-mcp,microsoft,Organization,TypeScript,36907,3121,10,2072,Apache-2.0,False,False,False,2025-03-21T17:48:36Z
AdGuardHome,AdguardTeam,Organization,TypeScript,36777,2510,1245,31867,GPL-3.0,True,False,False,2016-07-06T10:31:47Z
Vane,ItzCrazyKns,User,TypeScript,36687,4072,350,113092,MIT,False,False,False,2024-04-09T10:51:32Z
typeorm,typeorm,Organization,TypeScript,36652,6668,635,42055,MIT,True,False,False,2016-02-29T07:41:14Z
date-fns,date-fns,Organization,TypeScript,36646,2004,1006,25409,,False,False,False,2014-10-06T10:24:22Z
project-nomad,Crosstalk-Solutions,Organization,TypeScript,36599,3661,89,14668,Apache-2.0,True,False,False,2025-06-24T15:35:01Z
ink-kit,inkonchain,Organization,TypeScript,36364,431,3,1109,MIT,False,False,True,2024-11-04T16:32:17Z
AgentGPT,reworkd,Organization,TypeScript,36298,9261,219,91869,GPL-3.0,False,False,True,2023-04-07T02:29:19Z
medusa,medusajs,Organization,TypeScript,36200,5214,194,882715,NOASSERTION,True,False,False,2020-01-18T13:39:04Z
lerna,lerna,Organization,TypeScript,36055,2263,286,42209,MIT,False,False,False,2015-12-04T09:36:55Z
solid,solidjs,Organization,TypeScript,35998,1108,29,27829,MIT,True,False,False,2018-04-24T16:36:27Z
continue,continuedev,Organization,TypeScript,35838,5351,949,872338,Apache-2.0,False,False,False,2023-05-24T03:39:39Z
bulletproof-react,alan2207,User,TypeScript,35810,3258,41,2249,MIT,True,False,False,2021-05-30T14:47:16Z
frigate,blakeblackshear,User,TypeScript,35724,3574,161,128729,MIT,True,False,False,2019-01-26T13:52:38Z
drizzle-orm,drizzle-team,Organization,TypeScript,35722,1601,2010,58048,Apache-2.0,True,False,False,2021-06-24T09:03:05Z
next-ai-draw-io,DayuanJiang,User,TypeScript,35718,3812,189,6773,Apache-2.0,True,False,False,2025-03-23T15:03:48Z
refine,refinedev,Organization,TypeScript,35647,3202,44,8285031,MIT,False,False,False,2021-01-20T12:01:32Z
postiz-app,gitroomhq,Organization,TypeScript,35627,6801,285,51020,AGPL-3.0,False,False,False,2023-07-08T17:24:22Z
nativefier,nativefier,Organization,TypeScript,35279,2231,258,6372,MIT,False,False,True,2015-07-05T05:56:42Z
web-check,lissy93,User,TypeScript,34713,2842,31,28062,MIT,True,False,False,2023-06-25T14:32:11Z
langfuse,langfuse,Organization,TypeScript,34379,3732,932,224427,NOASSERTION,False,False,False,2023-05-18T17:47:09Z
backstage,backstage,Organization,TypeScript,34376,7622,484,6834975,Apache-2.0,False,False,False,2020-01-24T22:39:49Z
prompt-optimizer,linshenkx,User,TypeScript,34326,4027,9,45286,NOASSERTION,False,False,False,2025-02-12T06:06:49Z
formik,jaredpalmer,User,TypeScript,34321,2778,840,17152,Apache-2.0,False,False,False,2017-06-14T19:50:59Z
etcher,balena-io,Organization,TypeScript,34316,2414,690,100835,Apache-2.0,True,False,False,2015-10-27T16:53:23Z
nginx-proxy-manager,NginxProxyManager,Organization,TypeScript,34102,3885,884,22968,MIT,False,False,False,2017-12-20T23:01:16Z
OpenMAIC,THU-MAIC,Organization,TypeScript,33869,5462,248,153668,MIT,False,False,False,2026-03-11T10:13:16Z
motion,motiondivision,Organization,TypeScript,33540,1349,110,1663572,MIT,False,False,False,2018-11-16T09:48:38Z
pear-desktop,pear-devs,Organization,TypeScript,33418,1978,673,23848,MIT,True,False,False,2019-04-19T18:14:40Z
remix,remix-run,Organization,TypeScript,33357,2795,42,90936,MIT,False,False,False,2020-10-26T19:57:28Z
chatbot-ui,mckaywrigley,User,TypeScript,33345,9418,242,3644,MIT,False,False,False,2023-03-11T14:53:14Z
oh-my-codex,Yeachan-Heo,User,TypeScript,33048,2534,5,32995,MIT,False,False,False,2026-02-02T14:21:18Z
immutable-js,immutable-js,Organization,TypeScript,33033,1861,137,174774,MIT,True,False,False,2014-07-02T06:02:29Z
openclaude,Gitlawb,Organization,TypeScript,33024,9068,79,35754,NOASSERTION,True,False,False,2026-04-01T03:15:49Z
floating-ui,floating-ui,Organization,TypeScript,32735,1702,61,42115,MIT,True,False,False,2016-03-29T17:00:47Z
AionUi,iOfficeAI,Organization,TypeScript,32704,3368,884,695199,Apache-2.0,True,False,False,2025-08-07T10:29:51Z
swr,vercel,Organization,TypeScript,32476,1382,220,8336,MIT,False,False,False,2019-10-28T18:16:01Z
react-three-fiber,pmndrs,Organization,TypeScript,32208,1962,71,28986,MIT,False,False,False,2019-02-25T14:31:51Z
hono,honojs,Organization,TypeScript,32132,1297,394,9387,MIT,False,False,False,2021-12-14T20:05:30Z
graphql-engine,hasura,Organization,TypeScript,32113,3042,2373,5198392,Apache-2.0,True,False,False,2018-06-18T07:57:36Z
refined-github,refined-github,Organization,TypeScript,32098,1892,87,28759,MIT,True,False,False,2016-02-15T16:45:02Z
signoz,SigNoz,Organization,TypeScript,32061,2473,1544,114167,NOASSERTION,True,False,False,2021-01-03T12:44:36Z
editor.js,codex-team,Organization,TypeScript,31935,2246,702,20686,Apache-2.0,False,False,False,2015-11-28T20:56:35Z
html2canvas,niklasvh,User,TypeScript,31917,4872,1052,117300,MIT,False,False,False,2011-07-16T01:05:58Z
slate,ianstormtaylor,User,TypeScript,31754,3302,654,26974,MIT,False,False,False,2016-06-18T01:52:42Z
rxjs,ReactiveX,Organization,TypeScript,31697,2985,181,53335,Apache-2.0,False,False,False,2015-03-15T06:17:10Z
mantine,mantinedev,Organization,TypeScript,31691,2372,65,343272,MIT,False,False,False,2021-01-07T14:02:19Z
fabric.js,fabricjs,Organization,TypeScript,31431,3624,469,265819,MIT,True,False,False,2010-06-09T22:24:38Z
shardeum,shardeum,Organization,TypeScript,31245,705,86,29293,MIT,False,False,False,2024-04-16T22:37:25Z
uppy,transloadit,Organization,TypeScript,30969,2105,178,457515,MIT,False,False,False,2015-11-16T12:32:33Z
skills,vercel-labs,Organization,TypeScript,30756,2636,1170,1560,MIT,True,False,False,2026-01-14T21:31:18Z
nanoclaw,nanocoai,Organization,TypeScript,30728,12847,1101,28924,MIT,False,False,False,2026-01-31T15:47:22Z
heroui,heroui-inc,Organization,TypeScript,30613,2225,31,111518,Apache-2.0,True,False,False,2021-04-22T13:06:23Z
cheerio,cheeriojs,Organization,TypeScript,30482,1714,54,21330,MIT,True,False,False,2011-10-09T04:23:20Z
Bilibili-Evolved,the1812,User,TypeScript,30430,1798,491,340048,NOASSERTION,False,False,False,2018-07-16T07:48:06Z
sequelize,sequelize,Organization,TypeScript,30366,4341,1084,78624,MIT,False,False,False,2010-07-22T07:11:11Z
oh-my-pi,can1357,User,TypeScript,30258,3097,2536,597253,MIT,True,False,False,2025-12-31T14:01:28Z
hello-algo,krahets,User,Java,129977,15535,42,478300,NOASSERTION,False,False,False,2022-11-04T11:08:34Z
java-design-patterns,iluwatar,User,Java,94670,27381,129,48530,NOASSERTION,True,False,False,2014-08-09T16:45:18Z
Stirling-PDF,Stirling-Tools,Organization,Java,91575,8303,640,466949,NOASSERTION,True,False,False,2023-01-27T18:22:42Z
mall,macrozheng,User,Java,84726,29837,19,58736,Apache-2.0,True,False,False,2018-04-04T01:11:44Z
spring-boot,spring-projects,Organization,Java,81418,42086,482,219225,Apache-2.0,True,False,False,2012-10-19T15:02:57Z
advanced-java,doocs,Organization,Java,79093,19156,0,34456,CC-BY-SA-4.0,False,False,False,2018-10-06T11:38:30Z
elasticsearch,elastic,Organization,Java,77900,26064,6059,1753893,NOASSERTION,False,False,False,2010-02-08T13:20:56Z
LeetCodeAnimation,MisterBooo,User,Java,76700,13873,22,510338,,True,False,False,2018-12-06T08:01:22Z
ghidra,NationalSecurityAgency,Organization,Java,74644,8139,1944,414888,Apache-2.0,True,False,False,2019-03-01T03:27:48Z
Java,TheAlgorithms,Organization,Java,66230,21257,14,7632,MIT,False,False,False,2016-07-16T10:21:02Z
interviews,kdn251,User,Java,65238,12897,122,24462,MIT,True,False,False,2017-02-14T18:19:25Z
termux-app,termux,Organization,Java,60544,7486,608,5227,NOASSERTION,True,False,False,2015-10-23T09:42:46Z
spring-framework,spring-projects,Organization,Java,60232,38760,467,244989,Apache-2.0,True,False,False,2010-12-08T04:04:45Z
guava,google,Organization,Java,51895,11193,753,1409885,Apache-2.0,True,False,False,2014-05-29T16:23:17Z
dbeaver,dbeaver,Organization,Java,51703,4376,3363,221224,Apache-2.0,True,False,False,2015-10-21T08:26:28Z
jadx,skylot,User,Java,50385,5740,446,26001,Apache-2.0,True,False,False,2013-03-18T17:08:21Z
RxJava,ReactiveX,Organization,Java,48200,7587,11,179871,Apache-2.0,True,False,False,2013-01-08T20:11:48Z
JeecgBoot,jeecgboot,Organization,Java,47691,16184,48,101860,Apache-2.0,True,False,False,2018-11-26T10:40:00Z
retrofit,lysine-dev,Organization,Java,43935,7339,173,7521,Apache-2.0,False,False,False,2010-09-06T21:39:43Z
dubbo,apache,Organization,Java,41561,26374,1041,61780,Apache-2.0,True,False,False,2012-06-19T07:56:02Z
awesome-system-design-resources,ashishps1,User,Java,41260,8708,16,2340,GPL-3.0,True,False,False,2023-10-25T01:50:42Z
halo,halo-dev,Organization,Java,39694,10333,115,88533,GPL-3.0,False,False,False,2018-03-21T12:56:52Z
NewPipe,TeamNewPipe,Organization,Java,39631,3775,1451,89540,GPL-3.0,True,False,False,2015-09-03T23:39:26Z
ruoyi-vue-pro,YunaiV,User,Java,39190,8471,2,198689,MIT,True,False,False,2021-01-24T03:18:25Z
MPAndroidChart,PhilJay,User,Java,38181,8979,2191,21593,NOASSERTION,True,False,False,2014-04-25T14:29:47Z
arthas,alibaba,Organization,Java,37526,7646,487,74735,Apache-2.0,True,False,False,2018-08-29T17:15:57Z
tutorials,eugenp,User,Java,37322,53262,29,132552,MIT,True,False,False,2013-04-29T18:26:36Z
keycloak,keycloak,Organization,Java,36676,8908,3254,611857,Apache-2.0,False,False,False,2013-07-02T13:38:51Z
leetcode,doocs,Organization,Java,36565,9493,0,809615,CC-BY-SA-4.0,False,False,False,2018-09-16T14:03:03Z
hello-algorithm,geekxh,User,Java,36089,6403,11,365053,,True,False,False,2020-05-29T05:47:09Z
lottie-android,airbnb,Organization,Java,35723,5428,72,137398,Apache-2.0,False,False,False,2016-10-06T22:42:42Z
netty,netty,Organization,Java,35046,16265,668,113736,Apache-2.0,True,False,False,2010-11-09T09:22:21Z
glide,bumptech,Organization,Java,35026,6176,665,98390,NOASSERTION,True,False,False,2013-07-08T22:52:33Z
selenium,SeleniumHQ,Organization,Java,34482,8720,189,2388507,Apache-2.0,True,False,False,2013-01-14T21:40:56Z
zxing,zxing,Organization,Java,34086,9435,3,244304,Apache-2.0,True,False,False,2011-10-12T14:07:27Z
spring-boot-demo,xkcoding,User,Java,34076,10876,143,14194,MIT,True,False,False,2017-11-10T06:27:29Z
kafka,apache,Organization,Java,33696,15494,557,312548,Apache-2.0,False,False,False,2011-08-15T18:06:16Z
easyexcel,alibaba,Organization,Java,33640,7553,569,26334,Apache-2.0,True,False,True,2018-02-06T03:14:08Z
AndroidUtilCode,Blankj,User,Java,33626,10608,328,47329,Apache-2.0,False,False,False,2016-07-30T18:18:32Z
nacos,alibaba,Organization,Java,33352,13290,187,109032,Apache-2.0,True,False,False,2018-06-15T06:49:27Z
WxJava,binarywang,User,Java,33075,9057,6,20623,Apache-2.0,True,False,False,2016-01-06T08:24:05Z
SmartTube,yuliskov,User,Java,32698,1993,702,104993,MIT,True,False,False,2020-07-28T12:53:52Z
conductor,conductor-oss,Organization,Java,32191,1005,261,61457,Apache-2.0,False,False,False,2023-12-08T06:06:09Z
xxl-job,xuxueli,User,Java,30531,11483,74,39073,GPL-3.0,True,False,False,2015-11-28T12:59:34Z
spring-boot-examples,ityouknow,User,Java,30498,12153,17,1074,,True,False,False,2016-11-05T05:32:33Z
hutool,chinabugotech,User,Java,30273,7575,4,75307,MulanPSL-2.0,False,False,False,2014-04-13T07:23:51Z
Telegram,DrKLO,User,Java,29838,10032,545,720087,GPL-2.0,False,False,False,2013-10-25T14:08:10Z
apollo,apolloconfig,Organization,Java,29802,10157,158,57856,Apache-2.0,True,False,False,2016-03-04T10:24:23Z
canal,alibaba,Organization,Java,29730,7631,1255,24261,Apache-2.0,True,False,False,2013-01-13T10:59:52Z
spring-cloud-alibaba,alibaba,Organization,Java,29171,8482,78,56409,Apache-2.0,True,False,False,2017-12-01T20:49:15Z
opendataloader-pdf,opendataloader-project,Organization,Java,29044,2772,93,87968,Apache-2.0,False,False,False,2025-05-13T05:48:02Z
SpringAll,wuyouzhuguli,User,Java,28944,8087,35,1069,MIT,True,False,False,2018-05-02T02:48:44Z
Mindustry,Anuken,User,Java,28925,3761,11,1976993,GPL-3.0,False,False,False,2017-04-30T01:24:29Z
druid,alibaba,Organization,Java,28172,8560,2332,94025,Apache-2.0,True,False,False,2011-11-03T05:12:51Z
Chat2DB,OtterMind,Organization,Java,28098,3029,283,52441,NOASSERTION,True,False,False,2023-06-20T14:05:26Z
vhr,lenve,User,Java,28071,10155,216,8480,,True,False,False,2018-01-04T08:57:51Z
kestra,kestra-io,Organization,Java,28040,2979,660,132830,Apache-2.0,False,False,False,2019-08-24T13:56:15Z
JCSprout,crossoverJie,User,Java,26841,6958,45,1191,MIT,True,False,False,2017-12-17T09:06:50Z
openapi-generator,OpenAPITools,Organization,Java,26734,7670,5754,1006449,Apache-2.0,True,False,False,2018-05-12T09:57:56Z
awesome-low-level-design,ashishps1,User,Java,26669,6468,81,15979,GPL-3.0,True,False,False,2023-11-17T10:15:12Z
miaosha,qiurunze123,User,Java,26588,6562,7,65716,,True,False,False,2018-09-14T04:36:24Z
jenkins,jenkinsci,Organization,Java,26531,9825,3606,173252,MIT,False,False,False,2010-11-22T21:21:23Z
flink,apache,Organization,Java,26322,14022,376,552727,Apache-2.0,False,False,False,2014-06-07T07:00:10Z
incubator-seata,apache,Organization,Java,25998,8849,881,32322,Apache-2.0,True,False,False,2018-12-28T08:37:22Z
bazel,bazelbuild,Organization,Java,25817,4593,1786,1020623,Apache-2.0,True,False,False,2014-06-12T16:00:38Z
fastjson,alibaba,Organization,Java,25593,6396,2112,15533,Apache-2.0,True,False,True,2011-11-03T06:58:52Z
Apktool,iBotPeaches,User,Java,25504,3992,77,361313,Apache-2.0,False,False,False,2012-03-19T17:46:53Z
libgdx,libgdx,Organization,Java,25377,6528,338,1107348,Apache-2.0,True,False,False,2012-08-10T19:34:38Z
butterknife,JakeWharton,User,Java,25340,4540,118,3909,Apache-2.0,False,False,False,2013-03-05T08:18:59Z
toBeTopJavaer,hollischuang,User,Java,25332,5355,61,8004,,True,False,False,2018-10-25T09:54:54Z
SmartRefreshLayout,scwang90,User,Java,25121,4959,341,274026,Apache-2.0,True,False,False,2017-06-02T09:52:50Z
skywalking,apache,Organization,Java,24944,6635,40,180229,Apache-2.0,False,False,False,2015-11-07T03:30:36Z
EventBus,greenrobot,User,Java,24710,4637,147,1742,Apache-2.0,True,False,False,2012-07-16T16:55:40Z
proxyee-down,proxyee-down-org,Organization,Java,24663,4335,214,26864,Apache-2.0,True,False,True,2017-10-25T10:07:27Z
LSPosed,LSPosed,Organization,Java,24634,3583,5,21653,GPL-3.0,True,False,False,2020-12-12T08:39:37Z
Hystrix,Netflix,Organization,Java,24475,4674,58,9828,,True,False,False,2012-11-19T20:14:46Z
dataease,dataease,Organization,Java,24418,4243,44,355067,GPL-3.0,False,False,False,2021-02-02T04:10:21Z
redisson,redisson,Organization,Java,24385,5491,248,36888,Apache-2.0,False,False,False,2014-01-11T14:06:25Z
gson,google,Organization,Java,24234,4473,349,23528,Apache-2.0,False,False,False,2015-03-19T18:21:20Z
FizzBuzzEnterpriseEdition,EnterpriseQualityCoding,Organization,Java,23845,808,546,340,,True,False,False,2012-11-24T00:14:41Z
floci,floci-io,Organization,Java,23770,2536,147,26270,MIT,False,False,False,2026-02-18T02:28:29Z
DSA-Bootcamp-Java,kunal-kushwaha,User,Java,23744,13545,664,101640,,True,False,False,2021-07-30T12:23:25Z
jdk,openjdk,Organization,Java,23331,6440,417,1476134,GPL-2.0,False,False,False,2018-09-17T12:29:20Z
Sentinel,alibaba,Organization,Java,23145,8137,866,8604,Apache-2.0,True,False,False,2018-04-04T06:37:33Z
source-code-hunter,doocs,Organization,Java,23133,4227,0,103193,CC-BY-SA-4.0,False,False,False,2019-10-28T01:35:10Z
rocketmq,apache,Organization,Java,22584,12000,643,46740,Apache-2.0,True,False,False,2016-11-30T08:00:08Z
thingsboard,thingsboard,Organization,Java,22389,6440,297,349712,Apache-2.0,True,False,False,2016-12-01T09:33:30Z
ExoPlayer,google,Organization,Java,21939,5998,627,483311,Apache-2.0,False,False,False,2014-06-13T21:19:18Z
eladmin,elunez,User,Java,21912,7341,23,7523,Apache-2.0,False,False,False,2018-12-14T08:54:24Z
graal,oracle,Organization,Java,21692,1819,851,528639,NOASSERTION,False,False,False,2016-01-14T17:11:35Z
GSYVideoPlayer,CarGuo,User,Java,21491,4315,15,423067,Apache-2.0,True,False,False,2016-11-13T12:34:31Z
HikariCP,brettwooldridge,User,Java,21205,3013,544,5061,Apache-2.0,True,False,False,2013-10-08T05:43:03Z
shardingsphere,apache,Organization,Java,20795,6901,206,707159,Apache-2.0,True,False,False,2016-01-18T12:49:26Z
intellij-community,JetBrains,Organization,Java,20530,6050,159,5918838,NOASSERTION,False,False,False,2011-09-30T13:33:05Z
mybatis-3,mybatis,Organization,Java,20442,12859,212,158763,Apache-2.0,True,False,False,2013-02-14T19:03:32Z
DoKit,didi,Organization,Java,20401,3185,275,58806,Apache-2.0,True,False,False,2018-08-14T10:32:07Z
litemall,linlinjava,User,Java,20355,7316,54,24622,MIT,True,False,False,2018-03-22T16:42:30Z
SpringBoot-Labs,yudaocode,Organization,Java,20127,6145,46,1813,,True,False,False,2018-09-12T14:51:46Z
RxAndroid,ReactiveX,Organization,Java,19925,2935,1,1064,Apache-2.0,False,False,False,2014-08-19T03:46:38Z
yudao-cloud,YunaiV,User,Java,19497,4875,3,59074,MIT,True,False,False,2019-05-02T16:06:49Z
Sa-Token,dromara,Organization,Java,19038,2910,107,13394,Apache-2.0,True,False,False,2020-02-03T10:34:29Z
